title,author,place_production,date,extents,credits_note,subjects,summary,detail,link
(COUNTRY FOCUS MONTAGE).,,[Place of production not identified]  : ,1978,['(7.18 mins) : '],"Producer, Grampian Television.",Agriculture -- Aberdeenshire -- television news,"A montage of reports about agricultural issues in the North East of Scotland, from the series 'Country Focus'.  Features footage of Clydesdale horses ploughing, cows being milked by hand and machine and mushroom production.  [film is mostly mute with inte","sound, colour",http://movingimage.nls.uk/film/N0694
"[CURLING CHAMPIONSHIP, PERTH].",,[Place of production not identified]  : ,1978,['(2.38 mins) : '],"Producer, Grampian Television.",television news,Some footage from the Cutty Sark Scottish Curling Championship in Perth.  ,"sound, colour",http://movingimage.nls.uk/film/N0699
[BICENTENERY CELEBRATIONS - FOCHABERS].,,[Place of production not identified]  : ,1976,['(12.40mins) : '],"Producer, Grampian Television.",Morayshire -- television news,Fochabers during Bicentenery celebrations.,"sound, colour",http://movingimage.nls.uk/film/N0701
[PEACOCK PRINTERS LIMITED].,,[Place of production not identified]  : ,1975,['(10.09 mins) : '],"Producer, Grampian Television.",television news,"An insight into the art work produced in the print workshops of Peacock Printmakers Ltd, Aberdeen, soon after being established in 1974.  Includes demonstrations of various printing techniques.  ","mute, colour",http://movingimage.nls.uk/film/N0708
"[GENERAL VIEWS, AUCHTERMUCHTY; SOCIAL SECURITY INTERVIEW].",,[Place of production not identified]  : ,1976,['(9.15 mins) : '],"Producer, Grampian Television.","Crime, Punishment and Law Enforcement -- Politics -- Fife -- television news","Two news items: street scenes in Auchtermuchty, and an interview with the MP for Aberdeen South Ian Sproat, who had been collecting evidence of social security fraud.","sound and mute, colour",http://movingimage.nls.uk/film/N0710
[HAVEN PRODUCTS FACTORY].,,[Place of production not identified]  : ,1975,['(10.53 mins) : '],"Producer, Grampian Television.","Employment, Industry and Industrial Relations -- Invernesshire -- television news","Interiors and shots of manufacture in Haven Products Limited, a factory providing job opportunities for disabled people. Workers manually assemble electronic (?) circuit boards. Exterior shots of Longman Industrial Estate. ","sound, colour",http://movingimage.nls.uk/film/N0719
"[SANTALAND VILLAGE TOY SHOP, AVIEMORE].",,[Place of production not identified]  : ,1975,['(6.47 mins) : '],"Producer, Grampian Television.",television news,"Interior shots of a toy shop and its wares, at 'Santaland', Aviemore.  ","mute, colour",http://movingimage.nls.uk/film/N0720
[NEW YMCA CENTRE].,,[Place of production not identified]  : ,1975,['(5.40 mins) : '],"Producer, Grampian Television.",Leisure and Recreation -- television news,"Report about the attractions of a new YMCA Centre at Dalnaglar, Glenshee (for Broughty Ferry YMCA).","sound, colour",http://movingimage.nls.uk/film/N0725
[SCOTTISH ITALIANS MEETING].,,[Place of production not identified]  : ,1975,['(20.59 mins) : '],"Producer, Grampian Television.","Emotions, Attitudes and Behaviour -- Food and Drink -- Tourism and Travel -- Highlands, the -- television news",A news feature about Italians in Scotland.  Concentrates on their attendance at a conference gathering in Aviemore and their culture.  ,"sound, colour",http://movingimage.nls.uk/film/N0726
"[CONSTRUCTION WORK, EDEN COURT THEATRE; DIGHTY BURN POLLUTION; SCHOOL MEALS; CAR CRASH].",,[Place of production not identified]  : ,1975,['(10.08 mins) : '],"Producer, Grampian Television.",Construction and Engineering -- Education -- Food and Drink -- Invernesshire -- television news,"News compilation from Grampian Television.  Construction work on the exterior of the Eden Court Theatre, Inverness.  Shots of the Dighty Burn, suspected to be polluted.  A report on the standards of school meal provision, includes interviews with children","mute, colour",http://movingimage.nls.uk/film/N0727
[YOUNG BRICKLAYERS COMPETITION AND INTERVIEW].,,[Place of production not identified]  : ,1979,['(6.47 mins) : '],"Producer, Grampian Television].",Construction and Engineering -- Education -- television news,"A competition for young bricklayers is recorded, and then an interview about the value of training qualified bricklayers.  ","sound, colour",http://movingimage.nls.uk/film/N0788
"[JOBS FOR WOMEN, ABERDEEN] .",,[Place of production not identified]  : ,1973,['(6.09 mins) : '],"Producer, Grampian Television.",Aberdeen -- television news,Dept of Employment caravan in Aberdeen housing scheme with banner: 'Jobs For Women'. Interview with Department of Employment Area Manager.,"sound, black and white",http://movingimage.nls.uk/film/N0816
"[LAUNCHING OF OIL TANKER ""SILVEREID"" FROM HALL RUSSELL'S, ABERDEEN].",,[Place of production not identified]  : ,1969,['(2.03 mins) : '],"Producer, Grampian Television.",television news,"Launch of the oil tanker ""Silvereid"" by Mrs Frank McCoy at Hall Russell's shipyard, Aberdeen.","mute, black and white",http://movingimage.nls.uk/film/N0878
"[LAUNCHING OF TUG ""INCHCOLM"" FROM J. LEWIS YARD, ABERDEEN].",,[Place of production not identified]  : ,1967,['(2.20  mins) : '],"Producer, Grampian Television.",television news,"Tug boat ""Inchcolm"" is launched from J. Lewis yard, Aberdeen.","mute, black and white",http://movingimage.nls.uk/film/N0899
"[WOMEN FOR EQUAL PAY DEMONSTRATION, BEACH BALLROOM, ABERDEEN].",,[Place of production not identified]  : ,1968,['(2.04 mins) : '],"Producer, Grampian Television.","Employment, Industry and Industrial Relations -- television news","Small group of women, and one man standing outside the Beach Ballroom, Aberdeen, protesting over equal pay. The Equal Pay Act became law in 1970.","mute, black and white",http://movingimage.nls.uk/film/N0903
[DEVOLUTION INTERVIEW WITH WOLFE/DALYELL].,,[Place of production not identified]  : ,1978,['(9.40 mins) : '],"Producer, Grampian Television].",Architecture and Buildings -- Politics -- Edinburgh,"A report about devolution in Scotland, featuring interviews with SNP politician Billy Wolfe and Labour's Tam Dalyell.  ","sound, colour",http://movingimage.nls.uk/film/N1039
ST. VALERY: Last Post for the 51st.,,[Place of production not identified]  : ,1980,['(27.20 mins ) : '],"Director, d. Christopher Kay.","Ceremonies -- Emotions, Attitudes and Behaviour -- Landscapes and Seascapes -- Military, the -- War -- television documentary",Overview of the history of the 51st Highland Division in Normandy during WW2.  Illustrated with photographs and German archive film. ,"sound, colour",http://movingimage.nls.uk/film/N1063
[MUCH ADO AT HADDO].,,[Place of production not identified]  : ,1986,['(27.23 mins) : '],,"Media, Communication and the Creative Industries -- Music -- Aberdeen -- television documentary","TV documentary on the Haddo Choral and Operatic Society based at Haddo House, Aberdeenshire.  History and various productions.  Interviews with actors. ","sound, colour",http://movingimage.nls.uk/film/N1064
CARNOUSTIE: A Town Of Golf.,,[Place of production not identified]  : ,1968,['(27.32 mins) : '],"Director, d. Andrew Holmes ; Producer, Grampian Television.",Sporting Activities -- Angus -- promotional -- sports,Scenic overview of Carnoustie golf course and golfer's opinions on it. ,"sound, colour",http://movingimage.nls.uk/film/N1065
[LAST OF THE HUNTERS].,,[Place of production not identified]  : ,1986,['(54.09 mins) : '],"Director, d. M. Steele.","Employment, Industry and Industrial Relations -- Environment -- Fish and Fishing -- Food and Drink -- Landscapes and Seascapes -- Military, the -- Water and Waterways -- Aberdeen -- Caithness -- television documentary","Detailed documentary on the state of the fishing industry in the mid to late 1980's. Issues covered include new technology, larger ships, livelihoods and reduced quotas. Nicely illustrated with some short pieces of archive footage.","sound, colour",http://movingimage.nls.uk/film/N1066
PLEASE KEEP YOUR FEET OFF THE STAGE.,,[Place of production not identified]  : ,1983,['(27.01 mins) : '],"Director, d. Christopher Kay. Michael Steele .","Architecture and Buildings -- Arts and Crafts -- Leisure and Recreation -- Media, Communication and the Creative Industries -- Military, the -- Fife -- television arts -- television documentary","Made to mark the 50th anniversary history of Byre Theatre Company in St. Andrews, this programme retells the history of the group through reminiscences of past and present members, from humble beginnings to the first tour, staging ""The Diary of Anne Frank","sound, colour",http://movingimage.nls.uk/film/N1067
GRAMPIAN GAME FAIR.,,[Place of production not identified]  : ,1986,['(25.25 mins) : '],"Director, [d. B. Freeston] ; Producer, Grampian Television].","Animals -- Emotions, Attitudes and Behaviour -- Employment, Industry and Industrial Relations -- Landscapes and Seascapes -- Sporting Activities -- Aberdeen -- television documentary -- television entertainment","A documentary covering the events of the Grampian Field Sports Fair held on a series of hot summer days near Newmachar in Aberdeenshire; includes clay shooting, fly fishing and pony and trap events. Interviews are held with the host of the games, particip","sound, colour",http://movingimage.nls.uk/film/N1068
FERGIE!.,,[Place of production not identified]  : ,1986,['(21.13 mins) : '],"Director, d. John W. Doran ; Producer, Grampian Television.","Emotions, Attitudes and Behaviour -- Leisure and Recreation -- Sporting Activities -- Aberdeen -- sports -- television documentary -- television sport","A documentary showcasing the career of Alex Ferguson.  Features interviews with Gordon Strachan, Jimmy Reid and Willy Miller, as well as Ferguson.  Topics include Ferguson's career, childhood in Govan, his personality and style of management and his futur","sound, colour",http://movingimage.nls.uk/film/N1069
CLYDE VALLEY STOMPERS.,,[Place of production not identified]  : ,1983,['(36.35 mins) : '],"Producer, Grampian Television.","Emotions, Attitudes and Behaviour -- Music -- Glasgow -- music -- television documentary","The Clyde Valley Stompers reunite after 21 years.  This television documentary is 'the story of that sentimental journey' from their break up in the sixties to where they are now, featuring their unique brand of jazz music and plenty of interviews and ane","sound, colour",http://movingimage.nls.uk/film/N1072
"[NEW YEAR FIREBALL FESTIVAL, STONEHAVEN].",,[Place of production not identified]  : ,1969,['(2.24 mins) : '],,"Celebrations, Traditions and Customs -- Kincardineshire -- television documentary",Footage of the annual New Year 'Fireball Festival' in Stonehaven.,"mute, black and white",http://movingimage.nls.uk/film/N1073
[BEATLES IN DUNDEE].,,[Place of production not identified]  : ,1964,['(11.22 mins) : '],"Producer,  Grampian Television].",Music -- Dundee -- television news,"Sequence and trim footage from a Grampian Television piece featuring the Beatles playing the Caird Hall, Dundee on 20th October 1964.  Features some footage of the band and support acts playing on stage [mute], and crowds of fans but mostly interviews wit","sound, black and white",http://movingimage.nls.uk/film/N1075
"[FORTH BRIDGES, FIFE, the].",,[Place of production not identified]  : ,1973,['(10:41 mins) : '],"Producer, Scottish Television.",Forth River -- Transport -- Forth River -- television documentary,"Views of the Forth Road and Rail bridges showing traffic crossing, men at work on the Rail bridge and vessels sailing underneath.","mute, colour",http://movingimage.nls.uk/film/T0001
[CLYDEBANK'S RENTS PROTEST].,,[Place of production not identified]  : ,1973,['(6.55 mins) : '],"Producer,  Scottish Television.",Housing and Living Conditions -- Politics -- Dunbartonshire -- television news,"Shots of demonstrators with placards, protesting in support of Clydebank Town Council. Jimmy Reid reads a Declaration of Intent written after a meeting of all the convenors of factories in Clydebank, protesting the Rent Act.  ","sound, colour",http://movingimage.nls.uk/film/T0002
"[EDINBURGH AIRPORT, TURNHOUSE].",,[Place of production not identified]  : ,1971,['(8.35 mins) : '],"Producer, Scottish Television.","Aircraft see also Helicopters -- Airports -- Employment, Industry and Industrial Relations -- Transport -- Edinburgh -- television documentary","Turnhouse Airport, Edinburgh  with views of aircraft and the ""backroom"" working areas.","sound, colour",http://movingimage.nls.uk/film/T0005
